Date,Start Time,Duration,Value,Edit Code,Flow Direction,TOU
10/30/2014,4:00 PM,60,0,Missing,,NoTOU
10/30/2014,5:00 PM,60,0,Missing,,NoTOU
10/30/2014,6:00 PM,60,0,Missing,,NoTOU
10/30/2014,7:00 PM,60,0,Missing,,NoTOU
10/30/2014,8:00 PM,60,0,Missing,,NoTOU
10/30/2014,9:00 PM,60,0,Missing,,NoTOU
10/30/2014,10:00 PM,60,0,Missing,,NoTOU
10/30/2014,11:00 PM,60,0,Missing,,NoTOU
10/31/2014,12:00 AM,60,0.24,Direct,,NoTOU
10/31/2014,1:00 AM,60,0.205,Direct,,NoTOU
10/31/2014,2:00 AM,60,0.215,Direct,,NoTOU
10/31/2014,3:00 AM,60,0.175,Direct,,NoTOU
10/31/2014,4:00 AM,60,0.21,Direct,,NoTOU
10/31/2014,5:00 AM,60,0.18,Direct,,NoTOU
10/31/2014,6:00 AM,60,0.2,Direct,,NoTOU
10/31/2014,7:00 AM,60,0.465,Direct,,NoTOU
10/31/2014,8:00 AM,60,0.41,Direct,,NoTOU
10/31/2014,9:00 AM,60,0.37,Direct,,NoTOU
10/31/2014,10:00 AM,60,0.45,Direct,,NoTOU
10/31/2014,11:00 AM,60,0.45,Direct,,NoTOU
10/31/2014,12:00 PM,60,0.345,Direct,,NoTOU
10/31/2014,1:00 PM,60,0.535,Direct,,NoTOU
10/31/2014,2:00 PM,60,0.205,Direct,,NoTOU
10/31/2014,3:00 PM,60,0.19,Direct,,NoTOU
10/31/2014,4:00 PM,60,1.56,Direct,,NoTOU
10/31/2014,5:00 PM,60,1.76,Direct,,NoTOU
10/31/2014,6:00 PM,60,0.795,Direct,,NoTOU
10/31/2014,7:00 PM,60,0.66,Direct,,NoTOU
10/31/2014,8:00 PM,60,0.28,Direct,,NoTOU
10/31/2014,9:00 PM,60,0.24,Direct,,NoTOU
10/31/2014,10:00 PM,60,0.4,Direct,,NoTOU
10/31/2014,11:00 PM,60,0.36,Direct,,NoTOU
11/01/2014,12:00 AM,60,0.2496,Estimated,,NoTOU
11/01/2014,1:00 AM,60,0.2274,Estimated,,NoTOU
11/01/2014,2:00 AM,60,0.2218,Estimated,,NoTOU
11/01/2014,3:00 AM,60,0.2329,Estimated,,NoTOU
11/01/2014,4:00 AM,60,0.2274,Estimated,,NoTOU
11/01/2014,5:00 AM,60,0.2218,Estimated,,NoTOU
11/01/2014,6:00 AM,60,0.2108,Estimated,,NoTOU
11/01/2014,7:00 AM,60,0.1886,Estimated,,NoTOU
11/01/2014,8:00 AM,60,0.2496,Estimated,,NoTOU
11/01/2014,9:00 AM,60,0.4991,Estimated,,NoTOU
11/01/2014,10:00 AM,60,0.83,Direct,,NoTOU
11/01/2014,11:00 AM,60,0.42,Direct,,NoTOU
11/01/2014,12:00 PM,60,0.295,Direct,,NoTOU
11/01/2014,1:00 PM,60,0.695,Direct,,NoTOU
11/01/2014,2:00 PM,60,0.49,Direct,,NoTOU
11/01/2014,3:00 PM,60,0.575,Direct,,NoTOU
11/01/2014,4:00 PM,60,0.205,Direct,,NoTOU
11/01/2014,5:00 PM,60,0.22,Direct,,NoTOU
11/01/2014,6:00 PM,60,0.225,Direct,,NoTOU
11/01/2014,7:00 PM,60,0.22,Direct,,NoTOU
11/01/2014,8:00 PM,60,0.27,Direct,,NoTOU
11/01/2014,9:00 PM,60,0.525,Direct,,NoTOU
11/01/2014,10:00 PM,60,0.54,Direct,,NoTOU
11/01/2014,11:00 PM,60,0.52,Direct,,NoTOU
11/02/2014,12:00 AM,60,0.23,Direct,,NoTOU
11/02/2014,1:00 AM,60,0.405,Direct,,NoTOU
11/02/2014,2:00 AM,60,0.205,Direct,,NoTOU
11/02/2014,3:00 AM,60,0.2,Direct,,NoTOU
11/02/2014,4:00 AM,60,0.195,Direct,,NoTOU
11/02/2014,5:00 AM,60,0.195,Direct,,NoTOU
11/02/2014,6:00 AM,60,0.18,Direct,,NoTOU
11/02/2014,7:00 AM,60,0.32,Direct,,NoTOU
11/02/2014,8:00 AM,60,0.275,Direct,,NoTOU
11/02/2014,9:00 AM,60,0.18,Direct,,NoTOU
11/02/2014,10:00 AM,60,0.18,Direct,,NoTOU
11/02/2014,11:00 AM,60,0.18,Direct,,NoTOU
11/02/2014,12:00 PM,60,0.455,Direct,,NoTOU
11/02/2014,1:00 PM,60,0.45,Direct,,NoTOU
11/02/2014,2:00 PM,60,0.27,Direct,,NoTOU
11/02/2014,3:00 PM,60,0.45,Direct,,NoTOU
11/02/2014,4:00 PM,60,0.425,Direct,,NoTOU
11/02/2014,5:00 PM,60,2.785,Direct,,NoTOU
11/02/2014,6:00 PM,60,0.85,Direct,,NoTOU
11/02/2014,7:00 PM,60,0.635,Direct,,NoTOU
11/02/2014,8:00 PM,60,0.49,Direct,,NoTOU
11/02/2014,9:00 PM,60,0.53,Direct,,NoTOU
11/02/2014,10:00 PM,60,0.56,Direct,,NoTOU
11/02/2014,11:00 PM,60,0.215,Direct,,NoTOU
11/03/2014,12:00 AM,60,0.125,Direct,,NoTOU
11/03/2014,1:00 AM,60,0.12,Direct,,NoTOU
11/03/2014,2:00 AM,60,0.12,Direct,,NoTOU
11/03/2014,3:00 AM,60,0.115,Direct,,NoTOU
11/03/2014,4:00 AM,60,0.115,Direct,,NoTOU
11/03/2014,5:00 AM,60,0.115,Direct,,NoTOU
11/03/2014,6:00 AM,60,0.155,Direct,,NoTOU
11/03/2014,7:00 AM,60,0.5,Direct,,NoTOU
11/03/2014,8:00 AM,60,0.445,Direct,,NoTOU
11/03/2014,9:00 AM,60,0.5,Direct,,NoTOU
11/03/2014,10:00 AM,60,0.82,Direct,,NoTOU
11/03/2014,11:00 AM,60,0.2,Direct,,NoTOU
11/03/2014,12:00 PM,60,0.245,Direct,,NoTOU
11/03/2014,1:00 PM,60,0.41,Direct,,NoTOU
11/03/2014,2:00 PM,60,0.32,Direct,,NoTOU
11/03/2014,3:00 PM,60,0.455,Direct,,NoTOU
11/03/2014,4:00 PM,60,0.3,Direct,,NoTOU
11/03/2014,5:00 PM,60,0.31,Direct,,NoTOU
11/03/2014,6:00 PM,60,0.535,Direct,,NoTOU
11/03/2014,7:00 PM,60,0.385,Direct,,NoTOU
11/03/2014,8:00 PM,60,0.275,Direct,,NoTOU
11/03/2014,9:00 PM,60,0.275,Direct,,NoTOU
11/03/2014,10:00 PM,60,0.265,Direct,,NoTOU
11/03/2014,11:00 PM,60,0.235,Direct,,NoTOU
11/04/2014,12:00 AM,60,0.125,Direct,,NoTOU
11/04/2014,1:00 AM,60,0.115,Direct,,NoTOU
11/04/2014,2:00 AM,60,0.125,Direct,,NoTOU
11/04/2014,3:00 AM,60,0.12,Direct,,NoTOU
11/04/2014,4:00 AM,60,0.12,Direct,,NoTOU
11/04/2014,5:00 AM,60,0.21,Direct,,NoTOU
11/04/2014,6:00 AM,60,0.455,Direct,,NoTOU
11/04/2014,7:00 AM,60,0.395,Direct,,NoTOU
11/04/2014,8:00 AM,60,0.2,Direct,,NoTOU
11/04/2014,9:00 AM,60,0.18,Direct,,NoTOU
11/04/2014,10:00 AM,60,0.385,Direct,,NoTOU
11/04/2014,11:00 AM,60,0.65,Direct,,NoTOU
11/04/2014,12:00 PM,60,0.64,Direct,,NoTOU
11/04/2014,1:00 PM,60,0.32,Direct,,NoTOU
11/04/2014,2:00 PM,60,0.185,Direct,,NoTOU
11/04/2014,3:00 PM,60,0.79,Direct,,NoTOU
11/04/2014,4:00 PM,60,0.525,Direct,,NoTOU
11/04/2014,5:00 PM,60,0.635,Direct,,NoTOU
11/04/2014,6:00 PM,60,0.82,Direct,,NoTOU
11/04/2014,7:00 PM,60,0.625,Direct,,NoTOU
11/04/2014,8:00 PM,60,0.59,Direct,,NoTOU
11/04/2014,9:00 PM,60,0.545,Direct,,NoTOU
11/04/2014,10:00 PM,60,0.965,Direct,,NoTOU
11/04/2014,11:00 PM,60,0.94,Direct,,NoTOU
11/05/2014,12:00 AM,60,0.355,Direct,,NoTOU
11/05/2014,1:00 AM,60,0.28,Direct,,NoTOU
11/05/2014,2:00 AM,60,0.285,Direct,,NoTOU
11/05/2014,3:00 AM,60,0.275,Direct,,NoTOU
11/05/2014,4:00 AM,60,0.275,Direct,,NoTOU
11/05/2014,5:00 AM,60,0.24,Direct,,NoTOU
11/05/2014,6:00 AM,60,0.265,Direct,,NoTOU
11/05/2014,7:00 AM,60,0.575,Direct,,NoTOU
11/05/2014,8:00 AM,60,0.71,Direct,,NoTOU
11/05/2014,9:00 AM,60,1.83,Direct,,NoTOU
11/05/2014,10:00 AM,60,2.595,Direct,,NoTOU
11/05/2014,11:00 AM,60,0.2,Direct,,NoTOU
11/05/2014,12:00 PM,60,0.17,Direct,,NoTOU
11/05/2014,1:00 PM,60,0.165,Direct,,NoTOU
11/05/2014,2:00 PM,60,0.16,Direct,,NoTOU
11/05/2014,3:00 PM,60,0.115,Direct,,NoTOU
11/05/2014,4:00 PM,60,0.165,Direct,,NoTOU
11/05/2014,5:00 PM,60,0.14,Direct,,NoTOU
11/05/2014,6:00 PM,60,0.24,Direct,,NoTOU
11/05/2014,7:00 PM,60,0.215,Direct,,NoTOU
11/05/2014,8:00 PM,60,0.19,Direct,,NoTOU
11/05/2014,9:00 PM,60,0.185,Direct,,NoTOU
11/05/2014,10:00 PM,60,0.225,Direct,,NoTOU
11/05/2014,11:00 PM,60,0.13,Direct,,NoTOU
11/06/2014,12:00 AM,60,0.1,Direct,,NoTOU
11/06/2014,1:00 AM,60,0.08,Direct,,NoTOU
11/06/2014,2:00 AM,60,0.225,Direct,,NoTOU
11/06/2014,3:00 AM,60,0.12,Direct,,NoTOU
11/06/2014,4:00 AM,60,0.095,Direct,,NoTOU
11/06/2014,5:00 AM,60,0.11,Direct,,NoTOU
11/06/2014,6:00 AM,60,0.11,Direct,,NoTOU
11/06/2014,7:00 AM,60,0.17,Direct,,NoTOU
11/06/2014,8:00 AM,60,0.605,Direct,,NoTOU
11/06/2014,9:00 AM,60,0.365,Direct,,NoTOU
11/06/2014,10:00 AM,60,0.19,Direct,,NoTOU
11/06/2014,11:00 AM,60,0.435,Direct,,NoTOU
11/06/2014,12:00 PM,60,0.545,Direct,,NoTOU
11/06/2014,1:00 PM,60,0.775,Direct,,NoTOU
11/06/2014,2:00 PM,60,0.18,Direct,,NoTOU
11/06/2014,3:00 PM,60,0.105,Direct,,NoTOU
11/06/2014,4:00 PM,60,0.12,Direct,,NoTOU
11/06/2014,5:00 PM,60,0.12,Direct,,NoTOU
11/06/2014,6:00 PM,60,0.115,Direct,,NoTOU
11/06/2014,7:00 PM,60,0.1,Direct,,NoTOU
11/06/2014,8:00 PM,60,0.105,Direct,,NoTOU
11/06/2014,9:00 PM,60,0.12,Direct,,NoTOU
11/06/2014,10:00 PM,60,0.26,Direct,,NoTOU
11/06/2014,11:00 PM,60,0.18,Direct,,NoTOU
11/07/2014,12:00 AM,60,0.25,Direct,,NoTOU
11/07/2014,1:00 AM,60,0.135,Direct,,NoTOU
11/07/2014,2:00 AM,60,0.135,Direct,,NoTOU
11/07/2014,3:00 AM,60,0.135,Direct,,NoTOU
11/07/2014,4:00 AM,60,0.11,Direct,,NoTOU
11/07/2014,5:00 AM,60,0.16,Direct,,NoTOU
11/07/2014,6:00 AM,60,0.105,Direct,,NoTOU
11/07/2014,7:00 AM,60,0.36,Direct,,NoTOU
11/07/2014,8:00 AM,60,0.39,Direct,,NoTOU
11/07/2014,9:00 AM,60,0.58,Direct,,NoTOU
11/07/2014,10:00 AM,60,0.84,Direct,,NoTOU
11/07/2014,11:00 AM,60,2.255,Direct,,NoTOU
11/07/2014,12:00 PM,60,0.135,Direct,,NoTOU
11/07/2014,1:00 PM,60,0.11,Direct,,NoTOU
11/07/2014,2:00 PM,60,0.135,Direct,,NoTOU
11/07/2014,3:00 PM,60,0.14,Direct,,NoTOU
11/07/2014,4:00 PM,60,0.135,Direct,,NoTOU
11/07/2014,5:00 PM,60,0.14,Direct,,NoTOU
11/07/2014,6:00 PM,60,0.215,Direct,,NoTOU
11/07/2014,7:00 PM,60,0.205,Direct,,NoTOU
11/07/2014,8:00 PM,60,0.17,Direct,,NoTOU
11/07/2014,9:00 PM,60,0.16,Direct,,NoTOU
11/07/2014,10:00 PM,60,0.18,Direct,,NoTOU
11/07/2014,11:00 PM,60,0.19,Direct,,NoTOU
11/08/2014,12:00 AM,60,0.14,Direct,,NoTOU
11/08/2014,1:00 AM,60,0.12,Direct,,NoTOU
11/08/2014,2:00 AM,60,0.125,Direct,,NoTOU
11/08/2014,3:00 AM,60,0.13,Direct,,NoTOU
11/08/2014,4:00 AM,60,0.165,Direct,,NoTOU
11/08/2014,5:00 AM,60,0.12,Direct,,NoTOU
11/08/2014,6:00 AM,60,0.15,Direct,,NoTOU
11/08/2014,7:00 AM,60,0.415,Direct,,NoTOU
11/08/2014,8:00 AM,60,0.34,Direct,,NoTOU
11/08/2014,9:00 AM,60,0.355,Direct,,NoTOU
11/08/2014,10:00 AM,60,0.325,Direct,,NoTOU
11/08/2014,11:00 AM,60,0.43,Direct,,NoTOU
11/08/2014,12:00 PM,60,0.38,Direct,,NoTOU
11/08/2014,1:00 PM,60,0.16,Direct,,NoTOU
11/08/2014,2:00 PM,60,0.2,Direct,,NoTOU
11/08/2014,3:00 PM,60,0.225,Direct,,NoTOU
11/08/2014,4:00 PM,60,0.17,Direct,,NoTOU
11/08/2014,5:00 PM,60,0.185,Direct,,NoTOU
11/08/2014,6:00 PM,60,0.16,Direct,,NoTOU
11/08/2014,7:00 PM,60,0.17,Direct,,NoTOU
11/08/2014,8:00 PM,60,0.17,Direct,,NoTOU
11/08/2014,9:00 PM,60,0.165,Direct,,NoTOU
11/08/2014,10:00 PM,60,0.15,Direct,,NoTOU
11/08/2014,11:00 PM,60,0.155,Direct,,NoTOU
11/09/2014,12:00 AM,60,0.19,Direct,,NoTOU
11/09/2014,1:00 AM,60,0.26,Direct,,NoTOU
11/09/2014,2:00 AM,60,0.195,Direct,,NoTOU
11/09/2014,3:00 AM,60,0.15,Direct,,NoTOU
11/09/2014,4:00 AM,60,0.135,Direct,,NoTOU
11/09/2014,5:00 AM,60,0.13,Direct,,NoTOU
11/09/2014,6:00 AM,60,0.12,Direct,,NoTOU
11/09/2014,7:00 AM,60,0.115,Direct,,NoTOU
11/09/2014,8:00 AM,60,0.535,Direct,,NoTOU
11/09/2014,9:00 AM,60,0.67,Direct,,NoTOU
11/09/2014,10:00 AM,60,0.705,Direct,,NoTOU
11/09/2014,11:00 AM,60,0.265,Direct,,NoTOU
11/09/2014,12:00 PM,60,0.13,Direct,,NoTOU
11/09/2014,1:00 PM,60,0.145,Direct,,NoTOU
11/09/2014,2:00 PM,60,0.115,Direct,,NoTOU
11/09/2014,3:00 PM,60,0.12,Direct,,NoTOU
11/09/2014,4:00 PM,60,0.22,Direct,,NoTOU
11/09/2014,5:00 PM,60,0.415,Direct,,NoTOU
11/09/2014,6:00 PM,60,0.24,Direct,,NoTOU
11/09/2014,7:00 PM,60,0.225,Direct,,NoTOU
11/09/2014,8:00 PM,60,0.2,Direct,,NoTOU
11/09/2014,9:00 PM,60,0.275,Direct,,NoTOU
11/09/2014,10:00 PM,60,0.155,Direct,,NoTOU
11/09/2014,11:00 PM,60,0.14,Direct,,NoTOU
11/10/2014,12:00 AM,60,0.135,Direct,,NoTOU
11/10/2014,1:00 AM,60,0.115,Direct,,NoTOU
11/10/2014,2:00 AM,60,0.14,Direct,,NoTOU
11/10/2014,3:00 AM,60,0.125,Direct,,NoTOU
11/10/2014,4:00 AM,60,0.11,Direct,,NoTOU
11/10/2014,5:00 AM,60,0.14,Direct,,NoTOU
11/10/2014,6:00 AM,60,0.11,Direct,,NoTOU
11/10/2014,7:00 AM,60,0.21,Direct,,NoTOU
11/10/2014,8:00 AM,60,0.195,Direct,,NoTOU
11/10/2014,9:00 AM,60,0.24,Direct,,NoTOU
11/10/2014,10:00 AM,60,0.24,Direct,,NoTOU
11/10/2014,11:00 AM,60,0.38,Direct,,NoTOU
11/10/2014,12:00 PM,60,0.185,Direct,,NoTOU
11/10/2014,1:00 PM,60,0.18,Direct,,NoTOU
11/10/2014,2:00 PM,60,0.175,Direct,,NoTOU
11/10/2014,3:00 PM,60,0.175,Direct,,NoTOU
11/10/2014,4:00 PM,60,0.17,Direct,,NoTOU
11/10/2014,5:00 PM,60,0.205,Direct,,NoTOU
11/10/2014,6:00 PM,60,0.19,Direct,,NoTOU
11/10/2014,7:00 PM,60,0.34,Direct,,NoTOU
11/10/2014,8:00 PM,60,0.215,Direct,,NoTOU
11/10/2014,9:00 PM,60,0.21,Direct,,NoTOU
11/10/2014,10:00 PM,60,0.23,Direct,,NoTOU
11/10/2014,11:00 PM,60,0.31,Direct,,NoTOU
11/11/2014,12:00 AM,60,0.21,Direct,,NoTOU
11/11/2014,1:00 AM,60,0.185,Direct,,NoTOU
11/11/2014,2:00 AM,60,0.175,Direct,,NoTOU
11/11/2014,3:00 AM,60,0.165,Direct,,NoTOU
11/11/2014,4:00 AM,60,0.16,Direct,,NoTOU
11/11/2014,5:00 AM,60,0.16,Direct,,NoTOU
11/11/2014,6:00 AM,60,0.145,Direct,,NoTOU
11/11/2014,7:00 AM,60,0.145,Direct,,NoTOU
11/11/2014,8:00 AM,60,0.295,Direct,,NoTOU
11/11/2014,9:00 AM,60,0.245,Direct,,NoTOU
11/11/2014,10:00 AM,60,0.21,Direct,,NoTOU
11/11/2014,11:00 AM,60,0.145,Direct,,NoTOU
11/11/2014,12:00 PM,60,0.12,Direct,,NoTOU
11/11/2014,1:00 PM,60,0.14,Direct,,NoTOU
11/11/2014,2:00 PM,60,0.135,Direct,,NoTOU
11/11/2014,3:00 PM,60,0.13,Direct,,NoTOU
11/11/2014,4:00 PM,60,0.12,Direct,,NoTOU
11/11/2014,5:00 PM,60,0.15,Direct,,NoTOU
11/11/2014,6:00 PM,60,0.14,Direct,,NoTOU
11/11/2014,7:00 PM,60,0.27,Direct,,NoTOU
11/11/2014,8:00 PM,60,0.255,Direct,,NoTOU
11/11/2014,9:00 PM,60,0.55,Direct,,NoTOU
11/11/2014,10:00 PM,60,0.275,Direct,,NoTOU
11/11/2014,11:00 PM,60,0.23,Direct,,NoTOU
11/12/2014,12:00 AM,60,0.225,Direct,,NoTOU
11/12/2014,1:00 AM,60,0.185,Direct,,NoTOU
11/12/2014,2:00 AM,60,0.21,Direct,,NoTOU
11/12/2014,3:00 AM,60,0.185,Direct,,NoTOU
11/12/2014,4:00 AM,60,0.18,Direct,,NoTOU
11/12/2014,5:00 AM,60,0.22,Direct,,NoTOU
11/12/2014,6:00 AM,60,0.21,Direct,,NoTOU
11/12/2014,7:00 AM,60,0.405,Direct,,NoTOU
11/12/2014,8:00 AM,60,0.235,Direct,,NoTOU
11/12/2014,9:00 AM,60,0.165,Direct,,NoTOU
11/12/2014,10:00 AM,60,0.165,Direct,,NoTOU
11/12/2014,11:00 AM,60,0.165,Direct,,NoTOU
11/12/2014,12:00 PM,60,0.185,Direct,,NoTOU
11/12/2014,1:00 PM,60,0.165,Direct,,NoTOU
11/12/2014,2:00 PM,60,0.18,Direct,,NoTOU
11/12/2014,3:00 PM,60,0.18,Direct,,NoTOU
11/12/2014,4:00 PM,60,0.175,Direct,,NoTOU
11/12/2014,5:00 PM,60,0.365,Direct,,NoTOU
11/12/2014,6:00 PM,60,0.715,Direct,,NoTOU
11/12/2014,7:00 PM,60,0.605,Direct,,NoTOU
11/12/2014,8:00 PM,60,0.415,Direct,,NoTOU
11/12/2014,9:00 PM,60,0.525,Direct,,NoTOU
11/12/2014,10:00 PM,60,0.42,Direct,,NoTOU
11/12/2014,11:00 PM,60,0.275,Direct,,NoTOU
11/13/2014,12:00 AM,60,0.24,Direct,,NoTOU
11/13/2014,1:00 AM,60,0.23,Direct,,NoTOU
11/13/2014,2:00 AM,60,0.215,Direct,,NoTOU
11/13/2014,3:00 AM,60,0.265,Direct,,NoTOU
11/13/2014,4:00 AM,60,0.215,Direct,,NoTOU
11/13/2014,5:00 AM,60,0.21,Direct,,NoTOU
11/13/2014,6:00 AM,60,0.19,Direct,,NoTOU
11/13/2014,7:00 AM,60,0.2,Direct,,NoTOU
11/13/2014,8:00 AM,60,0.235,Direct,,NoTOU
11/13/2014,9:00 AM,60,0.62,Direct,,NoTOU
11/13/2014,10:00 AM,60,0.63,Direct,,NoTOU
11/13/2014,11:00 AM,60,0.4,Direct,,NoTOU
11/13/2014,12:00 PM,60,0.185,Direct,,NoTOU
11/13/2014,1:00 PM,60,0.2,Direct,,NoTOU
11/13/2014,2:00 PM,60,0.32,Direct,,NoTOU
11/13/2014,3:00 PM,60,0.205,Direct,,NoTOU
11/13/2014,4:00 PM,60,0.215,Direct,,NoTOU
11/13/2014,5:00 PM,60,0.22,Direct,,NoTOU
11/13/2014,6:00 PM,60,0.225,Direct,,NoTOU
11/13/2014,7:00 PM,60,0.58,Direct,,NoTOU
11/13/2014,8:00 PM,60,0.585,Direct,,NoTOU
11/13/2014,9:00 PM,60,0.5,Direct,,NoTOU
11/13/2014,10:00 PM,60,0.29,Direct,,NoTOU
11/13/2014,11:00 PM,60,0.24,Direct,,NoTOU
11/14/2014,12:00 AM,60,0.23,Direct,,NoTOU
11/14/2014,1:00 AM,60,0.205,Direct,,NoTOU
11/14/2014,2:00 AM,60,0.22,Direct,,NoTOU
11/14/2014,3:00 AM,60,0.195,Direct,,NoTOU
11/14/2014,4:00 AM,60,0.195,Direct,,NoTOU
11/14/2014,5:00 AM,60,0.195,Direct,,NoTOU
11/14/2014,6:00 AM,60,0.185,Direct,,NoTOU
11/14/2014,7:00 AM,60,0.275,Direct,,NoTOU
11/14/2014,8:00 AM,60,0.31,Direct,,NoTOU
11/14/2014,9:00 AM,60,0.185,Direct,,NoTOU
11/14/2014,10:00 AM,60,0.18,Direct,,NoTOU
11/14/2014,11:00 AM,60,0.29,Direct,,NoTOU
11/14/2014,12:00 PM,60,0.2,Direct,,NoTOU
11/14/2014,1:00 PM,60,0.205,Direct,,NoTOU
11/14/2014,2:00 PM,60,0.18,Direct,,NoTOU
11/14/2014,3:00 PM,60,0.195,Direct,,NoTOU
11/14/2014,4:00 PM,60,0.32,Direct,,NoTOU
11/14/2014,5:00 PM,60,0.52,Direct,,NoTOU
11/14/2014,6:00 PM,60,0.5,Direct,,NoTOU
11/14/2014,7:00 PM,60,0.36,Direct,,NoTOU
11/14/2014,8:00 PM,60,0.24,Direct,,NoTOU
11/14/2014,9:00 PM,60,0.24,Direct,,NoTOU
11/14/2014,10:00 PM,60,0.515,Direct,,NoTOU
11/14/2014,11:00 PM,60,0.43,Direct,,NoTOU
11/15/2014,12:00 AM,60,0.22,Direct,,NoTOU
11/15/2014,1:00 AM,60,0.195,Direct,,NoTOU
11/15/2014,2:00 AM,60,0.195,Direct,,NoTOU
11/15/2014,3:00 AM,60,0.195,Direct,,NoTOU
11/15/2014,4:00 AM,60,0.195,Direct,,NoTOU
11/15/2014,5:00 AM,60,0.19,Direct,,NoTOU
11/15/2014,6:00 AM,60,0.185,Direct,,NoTOU
11/15/2014,7:00 AM,60,0.17,Direct,,NoTOU
11/15/2014,8:00 AM,60,0.295,Direct,,NoTOU
11/15/2014,9:00 AM,60,0.32,Direct,,NoTOU
11/15/2014,10:00 AM,60,0.38,Direct,,NoTOU
11/15/2014,11:00 AM,60,0.485,Direct,,NoTOU
11/15/2014,12:00 PM,60,0.675,Direct,,NoTOU
11/15/2014,1:00 PM,60,2.295,Direct,,NoTOU
11/15/2014,2:00 PM,60,0.79,Direct,,NoTOU
11/15/2014,3:00 PM,60,0.2,Direct,,NoTOU
11/15/2014,4:00 PM,60,0.25,Direct,,NoTOU
11/15/2014,5:00 PM,60,0.44,Direct,,NoTOU
11/15/2014,6:00 PM,60,0.565,Direct,,NoTOU
11/15/2014,7:00 PM,60,0.98,Direct,,NoTOU
11/15/2014,8:00 PM,60,1.13,Direct,,NoTOU
11/15/2014,9:00 PM,60,3.205,Direct,,NoTOU
11/15/2014,10:00 PM,60,0.94,Direct,,NoTOU
11/15/2014,11:00 PM,60,0.285,Direct,,NoTOU
11/16/2014,12:00 AM,60,0.215,Direct,,NoTOU
11/16/2014,1:00 AM,60,0.22,Direct,,NoTOU
11/16/2014,2:00 AM,60,0.185,Direct,,NoTOU
11/16/2014,3:00 AM,60,0.195,Direct,,NoTOU
11/16/2014,4:00 AM,60,0.3,Direct,,NoTOU
11/16/2014,5:00 AM,60,0.175,Direct,,NoTOU
11/16/2014,6:00 AM,60,0.22,Direct,,NoTOU
11/16/2014,7:00 AM,60,0.215,Direct,,NoTOU
11/16/2014,8:00 AM,60,0.43,Direct,,NoTOU
11/16/2014,9:00 AM,60,0.18,Direct,,NoTOU
11/16/2014,10:00 AM,60,0.175,Direct,,NoTOU
11/16/2014,11:00 AM,60,0.19,Direct,,NoTOU
11/16/2014,12:00 PM,60,0.205,Direct,,NoTOU
11/16/2014,1:00 PM,60,0.185,Direct,,NoTOU
11/16/2014,2:00 PM,60,0.18,Direct,,NoTOU
11/16/2014,3:00 PM,60,0.225,Direct,,NoTOU
11/16/2014,4:00 PM,60,0.27,Direct,,NoTOU
11/16/2014,5:00 PM,60,0.52,Direct,,NoTOU
11/16/2014,6:00 PM,60,0.4,Direct,,NoTOU
11/16/2014,7:00 PM,60,0.47,Direct,,NoTOU
11/16/2014,8:00 PM,60,0.565,Direct,,NoTOU
11/16/2014,9:00 PM,60,0.515,Direct,,NoTOU
11/16/2014,10:00 PM,60,0.38,Direct,,NoTOU
11/16/2014,11:00 PM,60,0.255,Direct,,NoTOU
11/17/2014,12:00 AM,60,0.21,Direct,,NoTOU
11/17/2014,1:00 AM,60,0.19,Direct,,NoTOU
11/17/2014,2:00 AM,60,0.29,Direct,,NoTOU
11/17/2014,3:00 AM,60,0.18,Direct,,NoTOU
11/17/2014,4:00 AM,60,0.24,Direct,,NoTOU
11/17/2014,5:00 AM,60,0.19,Direct,,NoTOU
11/17/2014,6:00 AM,60,0.245,Direct,,NoTOU
11/17/2014,7:00 AM,60,0.335,Direct,,NoTOU
11/17/2014,8:00 AM,60,0.445,Direct,,NoTOU
11/17/2014,9:00 AM,60,0.36,Direct,,NoTOU
11/17/2014,10:00 AM,60,0.325,Direct,,NoTOU
11/17/2014,11:00 AM,60,0.25,Direct,,NoTOU
11/17/2014,12:00 PM,60,0.255,Direct,,NoTOU
11/17/2014,1:00 PM,60,0.24,Direct,,NoTOU
11/17/2014,2:00 PM,60,0.205,Direct,,NoTOU
11/17/2014,3:00 PM,60,0.19,Direct,,NoTOU
11/17/2014,4:00 PM,60,0.205,Direct,,NoTOU
11/17/2014,5:00 PM,60,0.275,Direct,,NoTOU
11/17/2014,6:00 PM,60,0.715,Direct,,NoTOU
11/17/2014,7:00 PM,60,0.58,Direct,,NoTOU
11/17/2014,8:00 PM,60,0.455,Direct,,NoTOU
11/17/2014,9:00 PM,60,0.345,Direct,,NoTOU
11/17/2014,10:00 PM,60,0.64,Direct,,NoTOU
11/17/2014,11:00 PM,60,0.385,Direct,,NoTOU
11/18/2014,12:00 AM,60,0.2,Direct,,NoTOU
11/18/2014,1:00 AM,60,0.335,Direct,,NoTOU
11/18/2014,2:00 AM,60,0.195,Direct,,NoTOU
11/18/2014,3:00 AM,60,0.24,Direct,,NoTOU
11/18/2014,4:00 AM,60,0.205,Direct,,NoTOU
11/18/2014,5:00 AM,60,0.25,Direct,,NoTOU
11/18/2014,6:00 AM,60,0.34,Direct,,NoTOU
11/18/2014,7:00 AM,60,0.46,Direct,,NoTOU
11/18/2014,8:00 AM,60,0.23,Direct,,NoTOU
11/18/2014,9:00 AM,60,0.615,Direct,,NoTOU
