Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,8.9,0,0,8.9,0,0
1,1,1,0,0,7.8,2.1,0,7.8,0,0
1,1,2,0,0,7.8,1.5,0,7.8,0,0
1,1,3,0,0,7.2,1.5,0,7.2,0,0
1,1,4,0,0,5.6,1.5,0,5.6,0,0
1,1,5,0,0,6.1,0,0,6.1,0,0
1,1,6,12,3,5,2.6,3.606,2.738,9.079,0
1,1,7,11,41,7.2,2.1,42.357,6.055,119.364,100.439
1,1,8,104,149,9.4,1.5,194.651,13.7,526.848,499.099
1,1,9,883,45,12.2,2.6,540.546,26.491,"1,362.563","1,310.814"
1,1,10,808,84,15.6,4.1,652.715,31.681,"1,641.958","1,580.416"
1,1,11,429,162,16.1,3.1,515.2,30.501,"1,313.855","1,263.723"
1,1,12,693,143,17.2,3.6,711.945,35.382,"1,772.662","1,706.234"
1,1,13,486,175,16.7,4.6,564.388,30.227,"1,439.134","1,384.79"
1,1,14,746,59,16.7,5.7,547.466,27.902,"1,392.801","1,340.035"
1,1,15,688,31,15.6,4.1,370.336,24.783,920.717,882.646
1,1,16,230,21,13.9,2.6,108.64,16.508,263.874,242.035
1,1,17,0,0,13.3,3.6,0,13.3,0,0
1,1,18,0,0,12.8,1.5,0,12.8,0,0
1,1,19,0,0,11.1,1.5,0,11.1,0,0
1,1,20,0,0,9.4,0,0,9.4,0,0
1,1,21,0,0,9.4,1.5,0,9.4,0,0
1,1,22,0,0,8.9,2.1,0,8.9,0,0
1,1,23,0,0,8.3,1.5,0,8.3,0,0
1,2,0,0,0,8.3,1.5,0,8.3,0,0
1,2,1,0,0,7.8,1.5,0,7.8,0,0
1,2,2,0,0,7.8,2.1,0,7.8,0,0
1,2,3,0,0,8.3,2.1,0,8.3,0,0
1,2,4,0,0,7.8,1.5,0,7.8,0,0
1,2,5,0,0,6.7,0,0,6.7,0,0
1,2,6,1,1,8.9,2.1,1.033,7.011,2.835,0
1,2,7,42,42,8.3,1.5,51.41,7.322,138.9,119.595
1,2,8,137,145,10.6,1.5,205.532,15.339,548.95,520.669
1,2,9,128,199,12.8,1.5,282.369,21.042,749.338,715.974
1,2,10,382,207,15,2.1,488.549,28.999,"1,250.963","1,202.878"
1,2,11,165,255,16.1,1.5,401.554,29.738,"1,030.428",989.168
1,2,12,165,256,17.2,2.6,408.653,28.535,"1,055.093","1,013.097"
1,2,13,147,312,16.7,3.1,455.124,28.66,"1,174.033","1,128.391"
1,2,14,188,149,16.7,4.1,284.178,23.47,745.937,712.663
1,2,15,153,122,15.6,3.1,218.461,20.718,574.064,545.171
1,2,16,174,28,15,2.1,99.309,16.879,246.114,224.647
1,2,17,0,0,12.2,2.6,0,12.2,0,0
1,2,18,0,0,12.2,2.6,0,12.2,0,0
1,2,19,0,0,12.8,0,0,12.8,0,0
1,2,20,0,0,11.7,0,0,11.7,0,0
1,2,21,0,0,12.2,0,0,12.2,0,0
1,2,22,0,0,10.6,2.1,0,10.6,0,0
1,2,23,0,0,10,1.5,0,10,0,0
1,3,0,0,0,10.6,0,0,10.6,0,0
1,3,1,0,0,10,2.1,0,10,0,0
1,3,2,0,0,10,3.1,0,10,0,0
1,3,3,0,0,10.6,0,0,10.6,0,0
1,3,4,0,0,10,0,0,10,0,0
1,3,5,0,0,10.6,0,0,10.6,0,0
1,3,6,1,1,9.4,2.6,1.032,7.581,2.827,0
1,3,7,11,31,10.6,0,32.524,7.343,90.683,72.308
1,3,8,14,106,11.7,0,109.962,13.541,303.202,280.53
1,3,9,12,183,14.4,1.5,189.559,18.983,512.134,484.737
1,3,10,0,213,14.4,1.5,213.039,20.24,573.045,544.177
1,3,11,6,237,16.1,1.5,242.979,23.081,644.949,614.29
1,3,12,5,268,16.7,2.6,277.888,23.703,735.512,702.514
1,3,13,2,213,16.7,2.6,218.343,22.134,582.158,553.066
1,3,14,5,185,15.6,2.6,195.688,20.128,526.455,498.715
1,3,15,2,103,15,3.1,108.97,16.764,297.636,275.082
1,3,16,0,31,14.4,2.1,33.051,13.648,91.597,73.205
1,3,17,0,0,14.4,1.5,0,14.4,0,0
1,3,18,0,0,13.9,3.1,0,13.9,0,0
1,3,19,0,0,13.9,0,0,13.9,0,0
1,3,20,0,0,14.4,1.5,0,14.4,0,0
1,3,21,0,0,14.4,1.5,0,14.4,0,0
1,3,22,0,0,12.8,2.1,0,12.8,0,0
1,3,23,0,0,12.8,2.1,0,12.8,0,0
1,4,0,0,0,12.2,1.5,0,12.2,0,0
1,4,1,0,0,12.8,1.5,0,12.8,0,0
1,4,2,0,0,12.2,0,0,12.2,0,0
1,4,3,0,0,11.1,0,0,11.1,0,0
1,4,4,0,0,11.7,0,0,11.7,0,0
1,4,5,0,0,10.6,0,0,10.6,0,0
1,4,6,0,2,11.1,0,1.956,6.963,5.583,0
1,4,7,16,34,11.1,0,36.558,8.065,100.956,82.385
1,4,8,96,125,13.9,0,167.631,18.924,442.301,416.538
1,4,9,565,117,16.1,2.1,447.79,28.37,"1,127.841","1,083.635"
1,4,10,704,125,18.3,2.1,629.72,37.054,"1,544.813","1,486.777"
1,4,11,742,119,19.4,3.1,709.474,38.731,"1,735.39","1,670.375"
1,4,12,528,198,19.4,3.1,643.392,37.281,"1,588.413","1,528.817"
1,4,13,374,218,19.4,3.6,524.385,33.228,"1,319.502","1,269.184"
1,4,14,10,205,18.9,1.5,222.36,26.927,579.368,550.344
1,4,15,28,85,17.8,3.1,104.126,19.575,278.724,256.573
1,4,16,2,13,15.6,2.1,13.065,14.225,35.824,18.475
1,4,17,0,0,14.4,1.5,0,14.4,0,0
1,4,18,0,0,13.9,1.5,0,13.9,0,0
1,4,19,0,0,13.9,2.1,0,13.9,0,0
1,4,20,0,0,13.9,1.5,0,13.9,0,0
1,4,21,0,0,13.9,2.6,0,13.9,0,0
1,4,22,0,0,13.9,3.6,0,13.9,0,0
1,4,23,0,0,13.3,2.6,0,13.3,0,0
1,5,0,0,0,12.8,1.5,0,12.8,0,0
1,5,1,0,0,12.8,4.6,0,12.8,0,0
1,5,2,0,0,13.3,1.5,0,13.3,0,0
1,5,3,0,0,12.8,2.1,0,12.8,0,0
1,5,4,0,0,12.8,2.1,0,12.8,0,0
1,5,5,0,0,13.9,2.1,0,13.9,0,0
1,5,6,0,0,13.9,2.1,0,13.9,0,0
1,5,7,5,29,14.4,3.6,28.754,13.242,78.953,60.801
1,5,8,2,89,12.8,5.2,87.756,13.227,243.419,222.007
1,5,9,1,200,12.8,5.2,201.641,15.896,553.157,524.773
1,5,10,8,220,13.3,4.1,225.84,17.802,614.062,584.179
1,5,11,7,224,13.9,4.1,229.647,18.579,622.325,592.236
1,5,12,4,268,15,4.1,276.857,20.893,742.416,709.236
1,5,13,2,238,13.9,5.7,246.137,18.17,668.337,637.082
1,5,14,1,102,13.9,5.2,100.574,15.126,276.852,254.74
1,5,15,1,98,13.9,5.7,101.942,14.771,281.023,258.823
1,5,16,0,17,13.3,5.2,16.291,12.309,45.417,27.891
1,5,17,0,0,13.3,4.6,0,13.3,0,0
1,5,18,0,0,13.9,3.6,0,13.9,0,0
1,5,19,0,0,13.9,4.1,0,13.9,0,0
1,5,20,0,0,13.3,4.1,0,13.3,0,0
1,5,21,0,0,12.2,3.6,0,12.2,0,0
1,5,22,0,0,12.8,3.6,0,12.8,0,0
1,5,23,0,0,12.8,3.6,0,12.8,0,0
1,6,0,0,0,12.8,1.5,0,12.8,0,0
1,6,1,0,0,12.8,2.1,0,12.8,0,0
1,6,2,0,0,12.8,2.6,0,12.8,0,0
1,6,3,0,0,12.8,2.6,0,12.8,0,0
1,6,4,0,0,12.2,1.5,0,12.2,0,0
1,6,5,0,0,11.1,2.1,0,11.1,0,0
1,6,6,0,2,11.7,2.1,1.956,9.431,5.524,0
1,6,7,38,47,12.2,1.5,54.521,11.43,145.85,126.409
1,6,8,394,72,13.9,2.6,229.213,18.707,574.188,545.292
1,6,9,605,112,13.9,4.1,464.273,24.474,"1,189.98","1,143.838"
1,6,10,770,135,15,3.1,685.865,33.278,"1,714.216","1,649.996"
1,6,11,598,175,16.1,3.6,659.18,33.501,"1,656.224","1,594.158"
1,6,12,878,78,16.1,4.6,777.645,34.446,"1,944.204","1,871.069"
1,6,13,847,72,15.6,4.1,712.57,33.792,"1,782.35","1,715.552"
1,6,14,772,61,15.6,3.6,573.607,30.939,"1,440.131","1,385.752"
1,6,15,635,45,15,4.1,373.035,24.322,936.329,897.812
1,6,16,246,23,13.9,4.6,118.408,16.011,289.356,266.979
1,6,17,0,0,13.3,3.6,0,13.3,0,0
1,6,18,0,0,12.2,2.1,0,12.2,0,0
1,6,19,0,0,12.2,1.5,0,12.2,0,0
1,6,20,0,0,11.7,2.1,0,11.7,0,0
1,6,21,0,0,10,2.1,0,10,0,0
1,6,22,0,0,10,0,0,10,0,0
1,6,23,0,0,10,2.1,0,10,0,0
1,7,0,0,0,10,1.5,0,10,0,0
1,7,1,0,0,9.4,1.5,0,9.4,0,0
1,7,2,0,0,8.9,2.1,0,8.9,0,0
1,7,3,0,0,8.3,1.5,0,8.3,0,0
1,7,4,0,0,7.8,1.5,0,7.8,0,0
1,7,5,0,0,8.3,1.5,0,8.3,0,0
1,7,6,2,2,8.3,2.1,2.058,6.483,5.671,0
1,7,7,43,48,9.4,1.5,56.415,8.627,152.126,132.562
1,7,8,11,150,10.6,2.1,155.873,13.396,431.13,405.623
1,7,9,37,162,12.2,0,185.646,19.826,498.154,471.088
1,7,10,337,212,13.3,3.1,463.549,24.731,"1,212.007","1,165.168"
1,7,11,329,244,14.4,4.6,522.782,26.303,"1,362.054","1,310.322"
1,7,12,642,149,16.1,2.1,683.773,36.779,"1,691.602","1,628.227"
1,7,13,373,180,14.4,4.6,491.217,26.129,"1,278.796","1,229.81"
1,7,14,280,177,13.9,5.7,385.766,21.538,"1,021.393",980.4
1,7,15,193,103,13.9,5.2,219.519,18.086,581.379,552.306
1,7,16,3,23,13.3,4.6,22.993,12.72,63.55,45.687
1,7,17,0,0,12.8,3.6,0,12.8,0,0
1,7,18,0,0,12.2,2.1,0,12.2,0,0
1,7,19,0,0,12.2,2.1,0,12.2,0,0
1,7,20,0,0,11.1,1.5,0,11.1,0,0
1,7,21,0,0,11.1,3.1,0,11.1,0,0
1,7,22,0,0,9.4,2.1,0,9.4,0,0
1,7,23,0,0,10,2.1,0,10,0,0
1,8,0,0,0,9.4,0,0,9.4,0,0
1,8,1,0,0,10,2.1,0,10,0,0
1,8,2,0,0,8.9,0,0,8.9,0,0
1,8,3,0,0,8.9,2.6,0,8.9,0,0
1,8,4,0,0,9.4,0,0,9.4,0,0
1,8,5,0,0,10,3.1,0,10,0,0
1,8,6,7,2,8.9,1.5,2.306,6.351,5.855,0
1,8,7,215,33,9.4,3.1,73.394,9.34,168.833,148.938
1,8,8,575,67,11.7,1.5,293.291,19.547,723.346,690.668
1,8,9,61,203,12.2,0,243.975,24.088,641.164,610.6
1,8,10,756,121,14.4,2.1,661.805,33.329,"1,653.462","1,591.497"
1,8,11,601,158,16.1,2.1,647.695,36.323,"1,604.834","1,544.645"
1,8,12,899,69,16.7,2.6,785.975,39.329,"1,917.986","1,845.898"
1,8,13,870,68,15.6,5.7,727.873,30.99,"1,845.996","1,776.741"
1,8,14,816,53,15,5.7,590.984,27.418,"1,509.024","1,452.252"
1,8,15,652,45,14.4,5.2,384.296,22.699,973.088,933.512
1,8,16,147,32,13.3,3.6,97.766,15.271,247.905,226.4
1,8,17,0,0,13.3,2.6,0,13.3,0,0
1,8,18,0,0,13.3,2.6,0,13.3,0,0
1,8,19,0,0,13.3,2.6,0,13.3,0,0
1,8,20,0,0,12.8,2.6,0,12.8,0,0
1,8,21,0,0,11.1,1.5,0,11.1,0,0
1,8,22,0,0,12.2,1.5,0,12.2,0,0
1,8,23,0,0,11.7,3.6,0,11.7,0,0
1,9,0,0,0,11.1,0,0,11.1,0,0
1,9,1,0,0,10.6,0,0,10.6,0,0
1,9,2,0,0,10.6,2.1,0,10.6,0,0
1,9,3,0,0,9.4,0,0,9.4,0,0
1,9,4,0,0,8.3,0,0,8.3,0,0
1,9,5,0,0,8.9,2.6,0,8.9,0,0
1,9,6,16,2,8.9,0,2.742,5.958,6.176,0
1,9,7,441,23,9.4,0,100.153,9.837,203.55,182.956
1,9,8,731,39,12.8,1.5,318.704,21.647,765.929,732.124
1,9,9,835,51,14.4,1.5,519.992,30.951,"1,283.662","1,234.518"
1,9,10,891,60,16.1,3.6,680.307,33.527,"1,695.198","1,631.689"
1,9,11,922,64,15.6,5.7,779.977,31.864,"1,972.62","1,898.342"
1,9,12,916,63,16.1,5.7,793.552,32.846,"1,999.795","1,924.415"
1,9,13,897,59,17.2,5.7,738.745,32.844,"1,856.762","1,787.087"
1,9,14,834,49,17.2,5.2,599.384,30.58,"1,507.623","1,450.901"
1,9,15,691,39,15.6,5.7,394.246,23.654,992.732,952.582
1,9,16,332,21,13.9,4.1,140.811,16.844,337.522,314.108
1,9,17,0,0,13.9,3.1,0,13.9,0,0
1,9,18,0,0,13.3,3.1,0,13.3,0,0
1,9,19,0,0,12.8,4.1,0,12.8,0,0
1,9,20,0,0,12.8,3.1,0,12.8,0,0
1,9,21,0,0,12.2,2.1,0,12.2,0,0
1,9,22,0,0,11.1,1.5,0,11.1,0,0
1,9,23,0,0,11.1,0,0,11.1,0,0
1,10,0,0,0,8.3,0,0,8.3,0,0
1,10,1,0,0,9.4,0,0,9.4,0,0
1,10,2,0,0,8.3,0,0,8.3,0,0
1,10,3,0,0,11.1,2.1,0,11.1,0,0
1,10,4,0,0,10.6,4.1,0,10.6,0,0
1,10,5,0,0,12.2,2.6,0,12.2,0,0
1,10,6,1,2,11.1,2.1,2.005,9.45,5.557,0
1,10,7,97,36,10.6,0,54.881,8.587,138.123,118.833
1,10,8,469,82,13.9,1.5,267.147,20.769,661.538,630.457
1,10,9,682,98,17.2,2.1,491.71,31.196,"1,218.399","1,171.357"
1,10,10,767,110,21.1,2.1,658.042,40.769,"1,584.025","1,524.586"
1,10,11,800,118,24.4,3.6,753.69,43.885,"1,796.193","1,728.865"
1,10,12,793,119,21.7,3.6,771.336,41.953,"1,858.68","1,788.93"
1,10,13,553,160,21.1,4.6,604.421,35.74,"1,500.855","1,444.37"
1,10,14,173,151,20,4.6,278.814,26.6,722.207,689.558
1,10,15,138,91,21.1,5.2,171.314,24.091,442.576,416.807
1,10,16,65,37,18.9,3.1,68.304,19.518,175.241,155.218
1,10,17,0,0,18.3,2.1,0,18.3,0,0
1,10,18,0,0,16.7,2.6,0,16.7,0,0
1,10,19,0,0,16.1,3.6,0,16.1,0,0
1,10,20,0,0,15,1.5,0,15,0,0
1,10,21,0,0,14.4,1.5,0,14.4,0,0
1,10,22,0,0,14.4,2.1,0,14.4,0,0
1,10,23,0,0,13.3,0,0,13.3,0,0
1,11,0,0,0,12.8,1.5,0,12.8,0,0
1,11,1,0,0,13.3,0,0,13.3,0,0
1,11,2,0,0,12.2,1.5,0,12.2,0,0
1,11,3,0,0,12.8,2.1,0,12.8,0,0
1,11,4,0,0,12.2,2.1,0,12.2,0,0
1,11,5,0,0,12.2,0,0,12.2,0,0
1,11,6,0,1,12.8,2.1,0.978,10.793,2.745,0
1,11,7,27,32,13.3,0,36.032,10.389,96.505,78.02
1,11,8,10,121,12.8,1.5,123.941,14.672,340.703,317.219
1,11,9,151,170,15.6,1.5,262.177,22.711,688.551,656.778
1,11,10,186,222,16.1,4.1,364.158,24.293,956.326,917.235
1,11,11,729,165,16.1,3.1,755.01,35.823,"1,875.283","1,804.883"
1,11,12,791,107,17.2,4.1,754.383,36.295,"1,870.316","1,800.11"
1,11,13,720,114,17.8,2.6,682.49,37.985,"1,674.51","1,611.769"
1,11,14,64,214,15.6,5.2,277.006,21.75,737.756,704.699
1,11,15,33,133,15.6,5.7,167.031,18.228,450.998,425.035
1,11,16,20,32,14.4,4.1,41.786,14.152,112.685,93.889
1,11,17,0,0,13.9,2.6,0,13.9,0,0
1,11,18,0,0,13.3,2.6,0,13.3,0,0
1,11,19,0,0,13.3,2.6,0,13.3,0,0
1,11,20,0,0,13.3,3.1,0,13.3,0,0
1,11,21,0,0,13.3,1.5,0,13.3,0,0
1,11,22,0,0,12.2,1.5,0,12.2,0,0
1,11,23,0,0,11.1,2.6,0,11.1,0,0
1,12,0,0,0,11.7,2.6,0,11.7,0,0
1,12,1,0,0,12.2,3.6,0,12.2,0,0
1,12,2,0,0,12.2,2.6,0,12.2,0,0
1,12,3,0,0,12.8,2.1,0,12.8,0,0
1,12,4,0,0,11.7,2.1,0,11.7,0,0
1,12,5,0,0,11.1,2.1,0,11.1,0,0
1,12,6,8,1,11.1,2.6,1.351,9.071,3.021,0
1,12,7,368,28,11.1,4.1,93.111,11.597,195.267,174.842
1,12,8,689,48,13.3,2.1,313.973,21.198,759.703,726.064
1,12,9,817,63,15.6,1.5,526.786,32.312,"1,293.686","1,244.215"
1,12,10,875,73,17.2,3.1,686.262,35.645,"1,693.271","1,629.834"
1,12,11,898,78,16.1,4.6,781.212,34.597,"1,950.294","1,876.915"
1,12,12,898,78,15.6,4.6,801.562,34.804,"2,001.491","1,926.041"
1,12,13,869,72,15.6,4.1,738.781,34.489,"1,843.126","1,773.983"
1,12,14,804,61,15,3.6,604.609,31.214,"1,518.476","1,461.372"
1,12,15,662,46,15,3.1,396.749,26.096,991.618,951.501
1,12,16,307,25,13.9,2.6,140.996,17.563,340.798,317.312
1,12,17,0,0,13.3,2.1,0,13.3,0,0
1,12,18,0,0,12.8,2.1,0,12.8,0,0
1,12,19,0,0,12.2,2.6,0,12.2,0,0
1,12,20,0,0,12.2,2.6,0,12.2,0,0
1,12,21,0,0,11.1,2.1,0,11.1,0,0
1,12,22,0,0,10.6,2.1,0,10.6,0,0
1,12,23,0,0,10,2.6,0,10,0,0
1,13,0,0,0,10,1.5,0,10,0,0
1,13,1,0,0,9.4,2.6,0,9.4,0,0
1,13,2,0,0,10,2.1,0,10,0,0
1,13,3,0,0,8.3,2.1,0,8.3,0,0
1,13,4,0,0,7.8,0,0,7.8,0,0
1,13,5,0,0,7.2,0,0,7.2,0,0
1,13,6,6,2,8.3,0,2.231,6.271,5.787,0
1,13,7,192,43,9.4,2.6,79.36,9.496,189.716,169.402
1,13,8,411,111,11.7,2.6,275.774,17.949,700.495,668.413
1,13,9,483,159,16.1,3.6,444.726,26.785,"1,133.217","1,088.844"
1,13,10,757,105,19.4,3.1,647.391,36.516,"1,592.312","1,532.575"
1,13,11,712,164,19.4,3.6,742.837,38.695,"1,819.113","1,750.902"
1,13,12,776,107,17.2,5.7,745.325,32.88,"1,879.541","1,808.974"
1,13,13,757,103,17.8,5.7,700.427,32.558,"1,765.329","1,699.181"
1,13,14,676,70,18.9,4.6,533.768,31.701,"1,338.8","1,287.843"
1,13,15,697,44,18.9,4.6,413.568,28.468,"1,022.129",981.114
1,13,16,341,24,17.2,3.6,150.703,20.705,357.404,333.554
1,13,17,0,0,15,3.1,0,15,0,0
1,13,18,0,0,14.4,3.1,0,14.4,0,0
1,13,19,0,0,13.9,2.6,0,13.9,0,0
1,13,20,0,0,13.9,2.6,0,13.9,0,0
1,13,21,0,0,11.7,2.1,0,11.7,0,0
1,13,22,0,0,11.1,0,0,11.1,0,0
1,13,23,0,0,9.4,0,0,9.4,0,0
1,14,0,0,0,8.9,0,0,8.9,0,0
1,14,1,0,0,8.9,0,0,8.9,0,0
1,14,2,0,0,7.2,0,0,7.2,0,0
1,14,3,0,0,7.2,2.1,0,7.2,0,0
1,14,4,0,0,7.8,0,0,7.8,0,0
1,14,5,0,0,7.2,0,0,7.2,0,0
1,14,6,37,1,7.8,2.1,2.64,6.163,3.916,0
1,14,7,546,19,11.7,0,110.989,12.942,212.524,191.748
1,14,8,815,31,15.6,0,340.468,29.407,784.947,750.633
1,14,9,913,42,17.8,0,554.231,42.075,"1,293.874","1,244.397"
1,14,10,968,49,21.1,1.5,724.243,44.879,"1,704.585","1,640.726"
1,14,11,987,52,23.9,3.1,821.917,46.279,"1,933.694","1,860.979"
1,14,12,973,57,21.7,4.6,839.432,41.886,"2,022.926","1,946.601"
1,14,13,941,59,21.7,4.6,781.13,40.591,"1,890.446","1,819.449"
1,14,14,875,55,20.6,5.2,643.261,35.063,"1,585.646","1,526.149"
1,14,15,744,43,20,4.6,434.447,30.349,"1,063.846","1,021.586"
1,14,16,396,20,19.4,4.1,161.255,23.058,374.17,349.948
1,14,17,0,0,18.3,3.1,0,18.3,0,0
1,14,18,0,0,16.7,3.6,0,16.7,0,0
1,14,19,0,0,17.2,0,0,17.2,0,0
1,14,20,0,0,13.3,0,0,13.3,0,0
1,14,21,0,0,13.3,0,0,13.3,0,0
1,14,22,0,0,12.2,2.1,0,12.2,0,0
1,14,23,0,0,12.2,0,0,12.2,0,0
1,15,0,0,0,11.7,0,0,11.7,0,0
1,15,1,0,0,11.7,0,0,11.7,0,0
1,15,2,0,0,11.7,0,0,11.7,0,0
1,15,3,0,0,11.1,0,0,11.1,0,0
1,15,4,0,0,11.7,0,0,11.7,0,0
1,15,5,0,0,10,2.1,0,10,0,0
1,15,6,0,3,11.1,2.1,2.934,9.587,8.28,0
1,15,7,70,46,12.2,2.6,59.305,11.753,153.37,133.781
1,15,8,108,133,16.1,2.1,179.529,19.725,471.265,444.831
1,15,9,262,189,16.1,1.5,349.657,26.408,899.254,861.791
1,15,10,506,174,18.3,3.6,547.683,31.829,"1,382.043","1,329.641"
1,15,11,58,249,17.2,4.1,304.149,24.735,800.407,765.675
1,15,12,9,234,16.7,4.6,242.313,21.61,647.579,616.853
1,15,13,14,170,16.1,1.5,179.427,21.129,480.436,453.788
1,15,14,7,150,15.6,2.6,155.273,18.793,420.214,394.957
1,15,15,2,97,15.6,3.1,99.226,16.952,270.797,248.814
1,15,16,3,18,15,3.6,18.205,13.911,49.97,32.36
1,15,17,0,0,13.9,3.6,0,13.9,0,0
1,15,18,0,0,13.9,3.1,0,13.9,0,0
1,15,19,0,0,13.9,4.1,0,13.9,0,0
1,15,20,0,0,13.3,3.1,0,13.3,0,0
1,15,21,0,0,13.9,3.1,0,13.9,0,0
1,15,22,0,0,13.3,2.6,0,13.3,0,0
1,15,23,0,0,13.3,2.6,0,13.3,0,0
1,16,0,0,0,12.8,4.6,0,12.8,0,0
1,16,1,0,0,12.8,3.6,0,12.8,0,0
1,16,2,0,0,12.2,2.1,0,12.2,0,0
1,16,3,0,0,12.2,0,0,12.2,0,0
1,16,4,0,0,11.7,1.5,0,11.7,0,0
1,16,5,0,0,11.1,1.5,0,11.1,0,0
1,16,6,2,1,10.6,0,1.065,5.866,2.861,0
1,16,7,207,45,12.8,2.1,83.432,13.066,195.439,175.01
1,16,8,389,87,13.3,3.1,242.358,18.322,611.343,581.528
1,16,9,705,93,14.4,3.1,500.716,27.021,"1,265.823","1,217.258"
1,16,10,535,169,15,3.6,562.76,29.418,"1,436.444","1,382.192"
1,16,11,74,319,15.6,3.6,396.198,25.951,"1,036.731",995.284
1,16,12,145,227,15,5.7,361.191,21.944,962.307,923.043
1,16,13,234,260,15,4.1,465.208,25.994,"1,214.615","1,167.693"
1,16,14,19,207,14.4,3.1,227.339,20.413,610.419,580.627
1,16,15,9,102,13.9,2.6,108.347,15.898,296.62,274.088
1,16,16,30,36,13.9,2.6,49.554,13.655,133.108,113.916
1,16,17,0,0,13.3,0,0,13.3,0,0
1,16,18,0,0,13.3,1.5,0,13.3,0,0
1,16,19,0,0,13.3,2.1,0,13.3,0,0
1,16,20,0,0,12.8,3.1,0,12.8,0,0
1,16,21,0,0,11.7,4.1,0,11.7,0,0
1,16,22,0,0,11.7,4.6,0,11.7,0,0
1,16,23,0,0,11.7,5.2,0,11.7,0,0
1,17,0,0,0,12.2,3.6,0,12.2,0,0
1,17,1,0,0,11.7,4.6,0,11.7,0,0
1,17,2,0,0,12.2,5.7,0,12.2,0,0
1,17,3,0,0,12.2,4.1,0,12.2,0,0
1,17,4,0,0,12.2,5.2,0,12.2,0,0
1,17,5,0,0,12.8,9.3,0,12.8,0,0
1,17,6,0,0,12.8,9.3,0,12.8,0,0
1,17,7,17,14,12.8,11.8,16.815,12.106,43.922,26.424
1,17,8,64,87,13.9,13.4,113.554,14.476,305.795,283.067
1,17,9,5,60,13.9,12.9,60.372,13.885,166.843,146.987
1,17,10,9,111,13.9,10.3,113.589,14.62,313.193,290.306
1,17,11,11,185,13.3,7.2,190.998,15.696,524.336,496.647
1,17,12,2,167,12.2,7.2,165.912,14.24,458.567,432.429
1,17,13,97,176,15,10.3,264.563,18.044,717.291,684.771
1,17,14,92,163,15,12.4,232.897,17.344,631.884,601.555
1,17,15,1,64,12.2,9.3,62.37,12.336,173.792,153.797
1,17,16,2,22,12.2,6.7,21.738,11.361,60.578,42.77
1,17,17,0,0,12.2,9.3,0,12.2,0,0
1,17,18,0,0,12.2,12.4,0,12.2,0,0
1,17,19,0,0,12.8,13.9,0,12.8,0,0
1,17,20,0,0,12.8,17,0,12.8,0,0
1,17,21,0,0,12.8,17,0,12.8,0,0
1,17,22,0,0,11.7,12.4,0,11.7,0,0
1,17,23,0,0,12.8,13.9,0,12.8,0,0
1,18,0,0,0,12.8,11.8,0,12.8,0,0
1,18,1,0,0,12.8,10.3,0,12.8,0,0
1,18,2,0,0,12.2,10.8,0,12.2,0,0
1,18,3,0,0,12.2,10.8,0,12.2,0,0
1,18,4,0,0,12.2,11.3,0,12.2,0,0
1,18,5,0,0,12.2,10.8,0,12.2,0,0
1,18,6,0,2,12.2,9.3,1.956,11.141,5.482,0
1,18,7,71,34,12.2,7.2,46.292,11.756,116.825,97.949
1,18,8,82,137,13.3,10.3,170.683,14.837,460.626,434.439
1,18,9,383,158,13.3,10.3,389.39,18.159,"1,035.504",994.092
1,18,10,713,102,13.9,7.7,617.681,24.094,"1,614.001","1,553.479"
1,18,11,966,55,14.4,10.3,815.629,25.948,"2,123.602","2,043.095"
1,18,12,963,55,13.9,9.3,836.902,26.804,"2,173.03","2,090.428"
1,18,13,680,82,14.4,8.8,623.382,24.366,"1,634.802","1,573.522"
1,18,14,841,46,14.4,5.7,618.268,27.173,"1,585.007","1,525.533"
1,18,15,565,61,14.4,6.2,376.543,21.683,968.052,928.622
1,18,16,446,22,13.3,4.6,183.309,16.955,439.539,413.84
1,18,17,10,2,12.8,3.1,4.158,11.545,9.9,0
1,18,18,0,0,13.3,0,0,13.3,0,0
1,18,19,0,0,12.8,3.6,0,12.8,0,0
1,18,20,0,0,12.8,3.6,0,12.8,0,0
1,18,21,0,0,12.2,0,0,12.2,0,0
1,18,22,0,0,10.6,2.6,0,10.6,0,0
1,18,23,0,0,11.1,2.1,0,11.1,0,0
1,19,0,0,0,11.7,3.1,0,11.7,0,0
1,19,1,0,0,10,3.1,0,10,0,0
1,19,2,0,0,8.9,2.6,0,8.9,0,0
1,19,3,0,0,8.9,3.6,0,8.9,0,0
1,19,4,0,0,8.3,2.1,0,8.3,0,0
1,19,5,0,0,7.2,1.5,0,7.2,0,0
1,19,6,36,2,6.7,2.1,3.432,4.303,6.569,0
1,19,7,530,21,8.9,2.1,110.245,9.96,216.113,195.264
1,19,8,787,34,10.6,2.1,334.739,19.216,811.729,776.69
1,19,9,904,46,12.8,2.1,557.398,29.103,"1,389.312","1,336.664"
1,19,10,958,53,13.9,3.1,727.957,33.621,"1,814.725","1,746.683"
1,19,11,975,57,14.4,5.2,826.71,32.7,"2,084.098","2,005.246"
1,19,12,980,57,15.6,3.6,854.974,38.306,"2,099.171","2,019.689"
