Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
2,23,15,618,117,17.2,6.2,521.192,27.599,"1,329.124","1,278.488"
2,23,16,404,75,17,4.6,260.215,22.903,650.116,619.326
2,23,17,80,23,16.9,3.1,47.676,17.233,116.668,97.796
2,23,18,0,0,16.7,1.5,0,16.7,0,0
2,23,19,0,0,15.9,1.9,0,15.9,0,0
2,23,20,0,0,15.2,2.2,0,15.2,0,0
2,23,21,0,0,14.4,2.6,0,14.4,0,0
2,23,22,0,0,14.2,2.6,0,14.2,0,0
2,23,23,0,0,14.1,2.6,0,14.1,0,0
2,24,0,0,0,13.9,2.6,0,13.9,0,0
2,24,1,0,0,13.7,2.6,0,13.7,0,0
2,24,2,0,0,13.5,2.6,0,13.5,0,0
2,24,3,0,0,13.3,2.6,0,13.3,0,0
2,24,4,0,0,13.3,2.4,0,13.3,0,0
2,24,5,0,0,13.3,2.3,0,13.3,0,0
2,24,6,9,25,13.3,2.1,23.352,11.912,64.63,46.747
2,24,7,130,82,14.8,2.3,108.52,15.988,275.412,253.331
2,24,8,178,202,16.3,2.4,282.113,23.04,732.807,699.88
2,24,9,248,207,17.8,2.6,374.227,27.698,963.298,924.005
2,24,10,484,225,18.3,3.3,626.755,34.342,"1,570.847","1,511.882"
2,24,11,759,198,18.9,3.9,891.66,41.233,"2,163.818","2,081.609"
2,24,12,827,115,19.4,4.6,883.885,40.774,"2,150.86","2,069.201"
2,24,13,852,120,19.6,4.1,882.406,42.019,"2,131.941","2,051.083"
2,24,14,676,136,19.8,3.6,684.712,38.34,"1,679.442","1,616.518"
2,24,15,601,112,20,3.1,506.6,34.222,"1,251.463","1,203.362"
2,24,16,384,76,18.7,2.8,253.599,25.862,626.086,595.903
2,24,17,46,26,17.4,2.4,40.916,17.619,103.72,85.097
2,24,18,0,0,16.1,2.1,0,16.1,0,0
2,24,19,0,0,15.7,1.4,0,15.7,0,0
2,24,20,0,0,15.4,0.7,0,15.4,0,0
2,24,21,0,0,15,0,0,15,0,0
2,24,22,0,0,14.8,0.7,0,14.8,0,0
2,24,23,0,0,14.6,1.4,0,14.6,0,0
2,25,0,0,0,14.4,2.1,0,14.4,0,0
2,25,1,0,0,13.9,1.4,0,13.9,0,0
2,25,2,0,0,13.3,0.7,0,13.3,0,0
2,25,3,0,0,12.8,0,0,12.8,0,0
2,25,4,0,0,12.8,0.5,0,12.8,0,0
2,25,5,0,0,12.8,1,0,12.8,0,0
2,25,6,67,19,12.8,1.5,18.897,11.054,48.57,30.986
2,25,7,343,83,15.9,1.7,158.61,18.831,371.746,347.578
2,25,8,345,160,19.1,1.9,317.272,27.663,793.781,759.229
2,25,9,693,130,22.2,2.1,588.008,39.139,"1,421.376","1,367.64"
2,25,10,679,184,23.1,2.9,741.523,43.445,"1,774.329","1,707.837"
2,25,11,628,243,24.1,3.8,825.346,45.204,"1,962.827","1,888.944"
2,25,12,556,245,25,4.6,782.123,43.895,"1,873.621","1,803.286"
2,25,13,571,247,23.9,4.4,779.102,43.042,"1,873.444","1,803.116"
2,25,14,518,183,22.8,4.3,612.198,38.193,"1,503.987","1,447.392"
2,25,15,540,127,21.7,4.1,483.294,33.804,"1,197.897","1,151.505"
2,25,16,362,78,20.9,3.2,247.209,27.463,607.142,577.432
2,25,17,77,22,20.2,2.4,45.612,20.596,109.832,91.091
2,25,18,0,0,19.4,1.5,0,19.4,0,0
2,25,19,0,0,18.7,1,0,18.7,0,0
2,25,20,0,0,17.9,0.5,0,17.9,0,0
2,25,21,0,0,17.2,0,0,17.2,0,0
2,25,22,0,0,16.3,0.7,0,16.3,0,0
2,25,23,0,0,15.3,1.4,0,15.3,0,0
2,26,0,0,0,14.4,2.1,0,14.4,0,0
2,26,1,0,0,14.4,2.4,0,14.4,0,0
2,26,2,0,0,14.4,2.8,0,14.4,0,0
2,26,3,0,0,14.4,3.1,0,14.4,0,0
2,26,4,0,0,14.2,2.1,0,14.2,0,0
2,26,5,0,0,14.1,1,0,14.1,0,0
2,26,6,36,28,13.9,0,26.232,11.528,71.015,53.012
2,26,7,120,73,15.2,1,98.131,16.241,248.461,226.945
2,26,8,605,122,16.5,2.1,401.622,27.078,993.289,953.123
2,26,9,705,133,17.8,3.1,600.797,33.58,"1,493.461","1,437.234"
2,26,10,684,151,18.3,3.3,712.578,37.261,"1,759.19","1,693.275"
2,26,11,793,141,18.9,3.4,861.196,41.729,"2,084.631","2,005.756"
2,26,12,861,99,19.4,3.6,895.566,43.069,"2,154.059","2,072.264"
2,26,13,788,136,18.7,3.9,848.38,40.744,"2,063.486","1,985.49"
2,26,14,604,151,17.9,4.3,648.494,34.378,"1,623.033","1,562.183"
2,26,15,424,123,17.2,4.6,408.174,26.916,"1,047.355","1,005.59"
2,26,16,308,76,16.7,4.1,222.803,21.791,563.999,535.352
2,26,17,88,30,16.1,3.6,58.802,16.533,146.123,126.677
2,26,18,0,0,15.6,3.1,0,15.6,0,0
2,26,19,0,0,15.2,2.8,0,15.2,0,0
2,26,20,0,0,14.8,2.4,0,14.8,0,0
2,26,21,0,0,14.4,2.1,0,14.4,0,0
2,26,22,0,0,14.2,2.1,0,14.2,0,0
2,26,23,0,0,14.1,2.1,0,14.1,0,0
2,27,0,0,0,13.9,2.1,0,13.9,0,0
2,27,1,0,0,13.3,2.4,0,13.3,0,0
2,27,2,0,0,12.8,2.8,0,12.8,0,0
2,27,3,0,0,12.2,3.1,0,12.2,0,0
2,27,4,0,0,12.2,3.3,0,12.2,0,0
2,27,5,0,0,12.2,3.4,0,12.2,0,0
2,27,6,3,20,12.2,3.6,19.202,10.943,53.66,35.982
2,27,7,48,74,13.1,3.6,82.344,13.416,220.224,199.291
2,27,8,72,184,14.1,3.6,214.182,18.147,575.157,546.237
2,27,9,74,235,15,3.6,282.58,21.285,753.883,720.399
2,27,10,85,345,15.7,4.1,419.303,25.326,"1,100.529","1,057.159"
2,27,11,91,328,16.5,4.7,416.435,25.694,"1,091.708","1,048.606"
2,27,12,92,376,17.2,5.2,475.253,27.144,"1,237.565","1,189.91"
2,27,13,85,369,16.7,5,462.804,26.732,"1,207.341","1,160.65"
2,27,14,5,242,16.1,4.8,246.435,21.362,659.388,628.362
2,27,15,3,152,15.6,4.6,153.093,18.227,415.488,390.338
2,27,16,0,111,15.6,4.1,114.802,17.184,313.139,290.253
2,27,17,1,17,15.6,3.6,16.524,14.532,45.445,27.919
2,27,18,0,0,15.6,3.1,0,15.6,0,0
2,27,19,0,0,15.6,3.8,0,15.6,0,0
2,27,20,0,0,15.6,4.5,0,15.6,0,0
2,27,21,0,0,15.6,5.2,0,15.6,0,0
2,27,22,0,0,15.2,4.5,0,15.2,0,0
2,27,23,0,0,14.8,3.8,0,14.8,0,0
2,28,0,0,0,14.4,3.1,0,14.4,0,0
2,28,1,0,0,14.6,3.1,0,14.6,0,0
2,28,2,0,0,14.8,3.1,0,14.8,0,0
2,28,3,0,0,15,3.1,0,15,0,0
2,28,4,0,0,15,3.1,0,15,0,0
2,28,5,0,0,15,3.1,0,15,0,0
2,28,6,0,13,15,3.1,12.452,13.39,34.55,17.225
2,28,7,2,75,15.6,4.6,72.429,15.687,198.564,178.072
2,28,8,0,169,16.1,6.2,164.051,18.153,445.51,419.673
2,28,9,4,246,16.7,7.7,243.67,20.038,655.912,624.974
2,28,10,0,320,16.5,8.6,316.784,20.903,849.51,813.435
2,28,11,1,343,16.3,9.4,342.365,20.923,918.019,880.024
2,28,12,1,352,16.1,10.3,353.534,20.629,949.253,910.365
2,28,13,2,313,15.4,7.6,315.854,20.296,849.374,813.303
2,28,14,1,283,14.6,4.8,287.314,20.422,772.174,738.203
2,28,15,0,108,13.9,2.1,105.172,16.28,288.05,265.701
2,28,16,0,100,14.5,3.5,101.758,15.663,279.475,257.308
2,28,17,0,23,15,4.8,22.506,14.14,62.236,44.398
2,28,18,0,0,15.6,6.3,0,15.6,0,0
2,28,19,0,0,15.6,6.4,0,15.6,0,0
2,28,20,0,0,15.6,6.6,0,15.6,0,0
2,28,21,0,0,15.6,6.7,0,15.6,0,0
2,28,22,0,0,15.6,6.9,0,15.6,0,0
2,28,23,0,0,15.6,7,0,15.6,0,0
3,1,0,0,0,15.6,7.1,0,15.6,0,0
3,1,1,0,0,15.6,7,0,15.6,0,0
3,1,2,0,0,15.6,6.8,0,15.6,0,0
3,1,3,0,0,15.6,6.6,0,15.6,0,0
3,1,4,0,0,15.5,5.9,0,15.5,0,0
3,1,5,0,0,15.3,5.1,0,15.3,0,0
3,1,6,7,16,15,4.1,15.673,13.658,42.969,25.489
3,1,7,66,77,14.8,5,90.468,15.295,237.752,216.457
3,1,8,75,243,14.6,5.8,275.47,19.073,738.356,705.283
3,1,9,6,110,14.4,6.7,109.902,15.634,301.674,279.034
3,1,10,25,271,14.4,5.8,286.477,19.139,774.209,740.183
3,1,11,12,279,14.4,5,285.945,19.973,770.052,736.138
3,1,12,4,313,14.4,4.1,315.198,21.417,843.242,807.341
3,1,13,3,260,14.6,5,260.806,19.675,703.342,671.185
3,1,14,1,211,14.8,5.8,210.232,18.254,570.643,541.833
3,1,15,1,171,15,6.7,171.919,17.323,468.599,442.226
3,1,16,199,75,15,6.7,170.187,17.227,444,418.198
3,1,17,85,25,15,6.7,51.276,14.942,126.927,107.856
3,1,18,0,0,15,6.7,0,15,0,0
3,1,19,0,0,15,6.2,0,15,0,0
3,1,20,0,0,15,5.7,0,15,0,0
3,1,21,0,0,15,5.2,0,15,0,0
3,1,22,0,0,14.6,5.4,0,14.6,0,0
3,1,23,0,0,14.3,5.5,0,14.3,0,0
3,2,0,0,0,13.9,5.7,0,13.9,0,0
3,2,1,0,0,13.7,5.7,0,13.7,0,0
3,2,2,0,0,13.5,5.7,0,13.5,0,0
3,2,3,0,0,13.3,5.7,0,13.3,0,0
3,2,4,0,0,13.3,5.9,0,13.3,0,0
3,2,5,0,0,13.3,6,0,13.3,0,0
3,2,6,12,6,13.3,6.2,6.171,12.101,16.415,0
3,2,7,6,67,13.9,6.5,65.684,13.828,180.875,160.739
3,2,8,14,181,14.4,6.9,182.185,16.632,496.949,469.911
3,2,9,3,212,15,7.2,208.681,17.846,567.402,538.672
3,2,10,8,287,15,6.5,289.08,19.654,779.594,745.424
3,2,11,1,404,15,5.9,405.801,22.504,"1,080.183","1,037.431"
3,2,12,3,329,15,5.2,330.82,21.709,883.844,846.814
3,2,13,0,346,14.8,5.2,348.843,21.736,931.887,893.497
3,2,14,2,280,14.6,5.2,284.31,20.146,765.056,731.275
3,2,15,0,202,14.4,5.2,204.897,18.038,556.724,528.253
3,2,16,1,116,14.2,5.4,120.054,15.728,329.525,306.285
3,2,17,0,27,14.1,5.5,27.133,13.422,75.272,57.189
3,2,18,0,0,13.9,5.7,0,13.9,0,0
3,2,19,0,0,13.9,5,0,13.9,0,0
3,2,20,0,0,13.9,4.3,0,13.9,0,0
3,2,21,0,0,13.9,3.6,0,13.9,0,0
3,2,22,0,0,13.7,3.6,0,13.7,0,0
3,2,23,0,0,13.5,3.6,0,13.5,0,0
3,3,0,0,0,13.3,3.6,0,13.3,0,0
3,3,1,0,0,13.1,3.3,0,13.1,0,0
3,3,2,0,0,13,2.9,0,13,0,0
3,3,3,0,0,12.8,2.6,0,12.8,0,0
3,3,4,0,0,12.8,2.9,0,12.8,0,0
3,3,5,0,0,12.8,3.3,0,12.8,0,0
3,3,6,11,15,12.8,3.6,14.821,11.327,40.755,23.316
3,3,7,109,81,13.3,3.4,104.764,14.217,271.281,249.287
3,3,8,15,164,13.9,3.3,165.831,16.827,451.761,425.78
3,3,9,160,204,14.4,3.1,312.431,21.654,829.787,794.255
3,3,10,263,374,15.2,4,600.128,29.475,"1,543.112","1,485.136"
3,3,11,765,220,15.9,4.8,934.468,37.211,"2,315.097","2,226.318"
3,3,12,537,237,16.7,5.7,763.895,33.139,"1,931.874","1,859.232"
3,3,13,596,223,16.3,5.3,782.396,33.526,"1,973.74","1,899.417"
3,3,14,379,209,16,5,537.682,28.418,"1,387.251","1,334.673"
3,3,15,225,214,15.6,4.6,373.964,24.21,978.953,939.205
3,3,16,90,103,15,4.3,151.618,18.065,402.944,378.078
3,3,17,79,25,14.5,3.9,49.811,14.417,124.186,105.168
3,3,18,0,0,13.9,3.6,0,13.9,0,0
3,3,19,0,0,13.7,2.4,0,13.7,0,0
3,3,20,0,0,13.5,1.2,0,13.5,0,0
3,3,21,0,0,13.3,0,0,13.3,0,0
3,3,22,0,0,13.1,1,0,13.1,0,0
3,3,23,0,0,13,2.1,0,13,0,0
3,4,0,0,0,12.8,3.1,0,12.8,0,0
3,4,1,0,0,12.8,3.6,0,12.8,0,0
3,4,2,0,0,12.8,4.1,0,12.8,0,0
3,4,3,0,0,12.8,4.6,0,12.8,0,0
3,4,4,0,0,12.8,4.1,0,12.8,0,0
3,4,5,0,0,12.8,3.6,0,12.8,0,0
3,4,6,11,32,12.8,3.1,29.668,11.752,82.169,63.956
3,4,7,208,103,13.3,3.3,150.819,15.54,379.84,355.492
3,4,8,62,236,13.9,3.4,262.194,19.544,702.277,670.148
3,4,9,215,314,14.4,3.6,462.328,25.503,"1,206.848","1,160.173"
3,4,10,153,288,14.8,4.1,421.081,24.991,"1,106.404","1,062.854"
3,4,11,117,304,15.2,4.7,423.147,24.54,"1,115.335","1,071.513"
3,4,12,2,353,15.6,5.2,354.668,22.882,942.416,903.725
3,4,13,2,312,15.2,4.8,313.991,21.743,838.751,802.973
3,4,14,2,229,14.8,4.5,229.512,19.471,619.513,589.494
3,4,15,8,202,14.4,4.1,209.398,18.586,567.224,538.498
3,4,16,3,104,14,5.1,106.605,15.296,292.968,270.515
3,4,17,1,26,13.7,6.2,25.998,13.006,72.085,54.062
3,4,18,0,0,13.3,7.2,0,13.3,0,0
3,4,19,0,0,13.1,7.4,0,13.1,0,0
3,4,20,0,0,13,7.5,0,13,0,0
3,4,21,0,0,12.8,7.7,0,12.8,0,0
3,4,22,0,0,13,7.7,0,13,0,0
3,4,23,0,0,13.1,7.7,0,13.1,0,0
3,5,0,0,0,13.3,7.7,0,13.3,0,0
3,5,1,0,0,12.9,7.2,0,12.9,0,0
3,5,2,0,0,12.6,6.7,0,12.6,0,0
3,5,3,0,0,12.2,6.2,0,12.2,0,0
3,5,4,0,0,12.2,6.2,0,12.2,0,0
3,5,5,0,0,12.2,6.2,0,12.2,0,0
3,5,6,14,29,12.2,6.2,27.368,11.367,75.658,57.568
3,5,7,185,91,12.9,5.9,134.184,14.263,340.034,316.565
3,5,8,474,152,13.7,5.5,380.189,20.642,981.364,941.546
3,5,9,141,246,14.4,5.2,343.575,21.326,915.186,877.272
3,5,10,707,178,14.8,5.5,773.045,30.571,"1,974.036","1,899.701"
3,5,11,816,134,15.2,5.9,889.391,33.527,"2,243.853","2,158.199"
3,5,12,925,109,15.6,6.2,981.124,35.403,"2,453.517","2,358.499"
3,5,13,898,103,15.8,6.7,916.303,33.596,"2,310.226","2,221.662"
3,5,14,862,92,15.9,7.2,786.223,30.429,"2,005.65","1,930.031"
3,5,15,786,74,16.1,7.7,587.554,26.339,"1,506.971","1,450.271"
3,5,16,599,51,15.5,6.5,322.448,21.461,804.337,769.499
3,5,17,165,24,15,5.3,72.375,15.773,170.859,150.923
3,5,18,0,0,14.4,4.1,0,14.4,0,0
3,5,19,0,0,14.2,3.2,0,14.2,0,0
3,5,20,0,0,14.1,2.4,0,14.1,0,0
3,5,21,0,0,13.9,1.5,0,13.9,0,0
3,5,22,0,0,13.2,1.7,0,13.2,0,0
3,5,23,0,0,12.4,1.9,0,12.4,0,0
3,6,0,0,0,11.7,2.1,0,11.7,0,0
3,6,1,0,0,11.3,1.4,0,11.3,0,0
3,6,2,0,0,11,0.7,0,11,0,0
3,6,3,0,0,10.6,0,0,10.6,0,0
3,6,4,0,0,10.6,0.5,0,10.6,0,0
3,6,5,0,0,10.6,1,0,10.6,0,0
3,6,6,55,28,10.6,1.5,27.265,9.286,73.19,55.146
3,6,7,414,75,12.3,1.7,176.276,15.802,415.651,390.497
3,6,8,631,114,13.9,1.9,419.611,25.711,"1,049.72","1,007.885"
3,6,9,741,144,15.6,2.1,652.285,34.961,"1,614.708","1,554.16"
3,6,10,796,162,16.5,3.1,830.524,39.107,"2,033.323","1,956.572"
3,6,11,827,171,17.4,4.2,940.502,40.928,"2,287.028","2,199.487"
3,6,12,826,171,18.3,5.2,964.316,40.057,"2,356.248","2,265.636"
3,6,13,802,162,18.1,5.2,907.185,38.673,"2,230.754","2,145.669"
3,6,14,750,144,18,5.2,764.957,35.366,"1,906.113","1,834.496"
3,6,15,641,115,17.8,5.2,544.932,30.052,"1,376.54","1,324.322"
3,6,16,427,76,17.1,4.2,275.999,23.829,689.37,657.575
3,6,17,63,30,16.3,3.1,49.287,16.725,124.137,105.12
3,6,18,0,0,15.6,2.1,0,15.6,0,0
3,6,19,0,0,15.2,2.1,0,15.2,0,0
3,6,20,0,0,14.8,2.1,0,14.8,0,0
3,6,21,0,0,14.4,2.1,0,14.4,0,0
3,6,22,0,0,13.9,2.1,0,13.9,0,0
3,6,23,0,0,13.3,2.1,0,13.3,0,0
3,7,0,0,0,12.8,2.1,0,12.8,0,0
3,7,1,0,0,12.4,1.7,0,12.4,0,0
3,7,2,0,0,12.1,1.4,0,12.1,0,0
3,7,3,0,0,11.7,1,0,11.7,0,0
3,7,4,0,0,11.9,1,0,11.9,0,0
3,7,5,0,0,12,1,0,12,0,0
3,7,6,158,24,12.2,1,25.297,10.539,60.017,42.22
3,7,7,510,59,13.5,1.4,186.586,17.537,425.19,399.819
3,7,8,596,144,14.8,1.7,432.882,27.437,"1,079.074","1,036.356"
3,7,9,687,177,16.1,2.1,651.902,35.491,"1,611.439","1,551.009"
3,7,10,545,265,17.2,2.9,732.085,37.673,"1,806.771","1,739.035"
3,7,11,380,363,18.3,3.8,733.614,37.296,"1,817.617","1,749.463"
3,7,12,634,246,19.4,4.6,871.507,40.101,"2,129.231","2,048.487"
3,7,13,571,253,18.9,4.6,797.327,38.235,"1,965.44","1,891.452"
3,7,14,583,208,18.3,4.6,699.986,35.201,"1,746.914","1,681.464"
3,7,15,603,133,17.8,4.6,540.994,30.759,"1,363.346","1,311.571"
3,7,16,368,101,17.1,4.4,278.909,23.687,703.343,671.186
3,7,17,50,34,16.3,4.3,51.618,16.648,132.733,113.549
3,7,18,0,0,15.6,4.1,0,15.6,0,0
3,7,19,0,0,15,3.2,0,15,0,0
3,7,20,0,0,14.5,2.4,0,14.5,0,0
3,7,21,0,0,13.9,1.5,0,13.9,0,0
3,7,22,0,0,13.5,1.5,0,13.5,0,0
3,7,23,0,0,13.2,1.5,0,13.2,0,0
3,8,0,0,0,12.8,1.5,0,12.8,0,0
3,8,1,0,0,12.6,1.3,0,12.6,0,0
3,8,2,0,0,12.4,1.2,0,12.4,0,0
3,8,3,0,0,12.2,1,0,12.2,0,0
3,8,4,0,0,12,1.4,0,12,0,0
3,8,5,0,0,11.9,1.7,0,11.9,0,0
3,8,6,8,24,11.7,2.1,23.057,10.284,64.294,46.417
3,8,7,102,101,12.6,2.3,123.621,14.208,324.991,301.85
3,8,8,160,170,13.5,2.4,245.817,19.214,651.446,620.622
3,8,9,237,325,14.4,2.6,489.955,27.439,"1,267.561","1,218.941"
3,8,10,669,172,15.2,3.8,741.361,33.755,"1,864.649","1,794.666"
3,8,11,711,189,15.9,5,862.607,35.458,"2,156.203","2,074.317"
3,8,12,518,203,16.7,6.2,719.527,31.284,"1,836.393","1,767.512"
3,8,13,747,176,16.5,5.3,876.536,35.659,"2,188.291","2,105.036"
3,8,14,348,220,16.3,4.5,518.34,29.347,"1,331.998","1,281.267"
3,8,15,283,151,16.1,3.6,347.302,25.049,903.277,865.7
3,8,16,363,86,15.4,3.4,260.404,21.675,661.153,630.083
3,8,17,85,31,14.6,3.3,58.552,15.166,146.776,127.317
3,8,18,0,0,13.9,3.1,0,13.9,0,0
3,8,19,0,0,13.9,3.1,0,13.9,0,0
3,8,20,0,0,13.9,3.1,0,13.9,0,0
3,8,21,0,0,13.9,3.1,0,13.9,0,0
3,8,22,0,0,13.9,2.8,0,13.9,0,0
3,8,23,0,0,13.9,2.4,0,13.9,0,0
3,9,0,0,0,13.9,2.1,0,13.9,0,0
3,9,1,0,0,13.7,2.4,0,13.7,0,0
3,9,2,0,0,13.5,2.8,0,13.5,0,0
3,9,3,0,0,13.3,3.1,0,13.3,0,0
3,9,4,0,0,13.1,2.9,0,13.1,0,0
3,9,5,0,0,13,2.8,0,13,0,0
3,9,6,65,35,12.8,2.6,33.542,11.842,89.102,70.757
3,9,7,450,98,13.3,2.6,211.284,17.49,503.058,475.876
3,9,8,170,181,13.9,2.6,261.962,20.304,690.987,659.151
3,9,9,79,278,14.4,2.6,330.557,22.982,875.696,838.894
3,9,10,60,325,14.8,3.3,377.465,24.209,996.292,956.039
3,9,11,84,408,15.2,3.9,495.853,27.191,"1,290.951","1,241.57"
3,9,12,106,470,15.6,4.6,591.006,29.191,"1,524.158","1,466.853"
3,9,13,93,355,15.8,5.1,452.506,25.737,"1,186.122","1,140.101"
3,9,14,121,258,15.9,5.7,371.518,23.186,984.43,944.523
3,9,15,68,244,16.1,6.2,301.91,21.463,805.046,770.189
3,9,16,179,130,15.4,5.9,220.9,19.124,580.019,550.98
3,9,17,45,35,14.6,5.5,51.267,14.666,133.792,114.587
3,9,18,0,0,13.9,5.2,0,13.9,0,0
3,9,19,0,0,13.7,4,0,13.7,0,0
3,9,20,0,0,13.5,2.7,0,13.5,0,0
3,9,21,0,0,13.3,1.5,0,13.3,0,0
3,9,22,0,0,13.3,2.2,0,13.3,0,0
3,9,23,0,0,13.3,2.9,0,13.3,0,0
3,10,0,0,0,13.3,3.6,0,13.3,0,0
3,10,1,0,0,13.3,4.3,0,13.3,0,0
3,10,2,0,0,13.3,5,0,13.3,0,0
3,10,3,0,0,13.3,5.7,0,13.3,0,0
3,10,4,0,0,13.1,5,0,13.1,0,0
3,10,5,0,0,13,4.3,0,13,0,0
3,10,6,2,8,12.8,3.6,7.717,11.22,21.474,4.388
3,10,7,2,91,13.7,4.8,87.662,14.1,242.129,220.745
3,10,8,1,191,14.7,6,185.371,17.238,505.425,478.187
3,10,9,1,228,15.6,7.2,222.685,18.716,603.162,573.55
3,10,10,8,292,15.6,7.9,293.342,19.808,790.548,756.083
3,10,11,2,365,15.6,8.6,364.227,20.831,977.054,937.362
3,10,12,7,335,15.6,9.3,339.534,20.254,913.229,875.371
3,10,13,286,290,15.8,9.5,574.391,23.994,"1,517.486","1,460.417"
3,10,14,178,228,15.9,9.6,383.862,21.356,"1,025.244",984.137
3,10,15,338,182,16.1,9.8,417.382,21.796,"1,102.442","1,059.013"
3,10,16,127,129,15.4,9.1,196.955,17.916,523.214,495.552
3,10,17,58,29,14.6,8.4,46.031,14.468,117.238,98.355
3,10,18,0,0,13.9,7.7,0,13.9,0,0
3,10,19,0,0,13.9,6.3,0,13.9,0,0
3,10,20,0,0,13.9,5,0,13.9,0,0
3,10,21,0,0,13.9,3.6,0,13.9,0,0
3,10,22,0,0,13.5,2.7,0,13.5,0,0
3,10,23,0,0,13.2,1.9,0,13.2,0,0
3,11,0,0,0,12.8,1,0,12.8,0,0
3,11,1,0,0,12.4,1.7,0,12.4,0,0
3,11,2,0,0,12.1,2.4,0,12.1,0,0
3,11,3,0,0,11.7,3.1,0,11.7,0,0
3,11,4,0,0,11.7,2.8,0,11.7,0,0
3,11,5,0,0,11.7,2.4,0,11.7,0,0
3,11,6,139,31,11.7,2.1,30.81,10.501,76.5,58.394
3,11,7,262,94,12.8,2.4,160.088,15.531,397.842,373.091
3,11,8,128,247,13.9,2.8,305.257,21.17,807.762,772.831
3,11,9,88,213,15,3.1,275.336,21.747,733.065,700.132
3,11,10,524,306,15.6,3.4,762.193,34.684,"1,910.074","1,838.3"
3,11,11,240,425,16.1,3.8,665.634,33.565,"1,680.271","1,617.317"
3,11,12,217,290,16.7,4.1,518.7,29.857,"1,333.273","1,282.5"
3,11,13,499,273,16.7,4.1,757.91,35.24,"1,896.673","1,825.43"
3,11,14,369,203,16.7,4.1,527.239,30.327,"1,348.535","1,297.255"
3,11,15,551,135,16.7,4.1,509.662,29.242,"1,295.107","1,245.59"
3,11,16,406,81,16.1,3.9,274.236,22.912,690.56,658.734
3,11,17,90,32,15.6,3.8,60.12,16.206,149.514,130.001
3,11,18,0,0,15,3.6,0,15,0,0
3,11,19,0,0,14.4,3.3,0,14.4,0,0
3,11,20,0,0,13.9,2.9,0,13.9,0,0
3,11,21,0,0,13.3,2.6,0,13.3,0,0
3,11,22,0,0,12.8,2.4,0,12.8,0,0
3,11,23,0,0,12.2,2.3,0,12.2,0,0
3,12,0,0,0,11.7,2.1,0,11.7,0,0
3,12,1,0,0,11.5,1.4,0,11.5,0,0
3,12,2,0,0,11.3,0.7,0,11.3,0,0
3,12,3,0,0,11.1,0,0,11.1,0,0
3,12,4,0,0,11.3,0,0,11.3,0,0
3,12,5,0,0,11.5,0,0,11.5,0,0
3,12,6,230,27,11.7,0,30.266,9.65,68.467,50.512
3,12,7,540,73,13.4,1.4,215.829,18.477,500.134,473.022
3,12,8,685,97,15,2.7,439.887,26.372,"1,099.241","1,055.91"
3,12,9,677,170,16.7,4.1,647.682,32.358,"1,627.766","1,566.743"
3,12,10,722,168,16.9,4.8,788.192,35.019,"1,970.768","1,896.564"
3,12,11,769,195,17,5.5,929.121,36.996,"2,305.151","2,216.812"
3,12,12,638,276,17.2,6.2,912.592,35.732,"2,279.191","2,191.995"
3,12,13,545,255,17.4,5.5,780.906,34.527,"1,961.075","1,887.262"
3,12,14,442,211,17.6,4.8,594.687,31.647,"1,511.17","1,454.323"
3,12,15,399,164,17.8,4.1,444.731,28.936,"1,134.721","1,090.302"
3,12,16,444,94,17.1,4.1,305.631,24.37,765.36,731.571
3,12,17,53,41,16.3,4.1,60.295,16.977,155.693,136.058
3,12,18,0,0,15.6,4.1,0,15.6,0,0
3,12,19,0,0,15.2,3.6,0,15.2,0,0
3,12,20,0,0,14.8,3.1,0,14.8,0,0
3,12,21,0,0,14.4,2.6,0,14.4,0,0
3,12,22,0,0,14.2,2.2,0,14.2,0,0
3,12,23,0,0,14.1,1.9,0,14.1,0,0
3,13,0,0,0,13.9,1.5,0,13.9,0,0
3,13,1,0,0,13.5,1.5,0,13.5,0,0
3,13,2,0,0,13.2,1.5,0,13.2,0,0
3,13,3,0,0,12.8,1.5,0,12.8,0,0
3,13,4,0,0,13,1.5,0,13,0,0
3,13,5,0,0,13.1,1.5,0,13.1,0,0
3,13,6,32,47,13.3,1.5,42.861,12.521,117.035,98.156
3,13,7,329,114,15.7,2,198.639,19.889,483.954,457.222
3,13,8,561,152,18.2,2.6,433.881,29.452,"1,077.325","1,034.66"
3,13,9,683,172,20.6,3.1,655.713,37.876,"1,604.079","1,543.917"
3,13,10,695,213,21.7,4,814.209,42.012,"1,966.117","1,892.101"
3,13,11,711,211,22.8,4.8,894.33,43.725,"2,144.597","2,063.203"
3,13,12,692,257,23.9,5.7,945.721,44.073,"2,264.428","2,177.878"
3,13,13,638,226,23.2,5.3,837.844,42.047,"2,026.124","1,949.668"
3,13,14,561,216,22.4,5,695.919,38.522,"1,709.086","1,645.059"
3,13,15,256,177,21.7,4.6,359.872,30.461,913.852,875.976
3,13,16,299,98,21.1,3.9,246.829,26.797,616.65,586.703
3,13,17,51,39,20.6,3.3,56.814,21.187,143.726,124.326
3,13,18,0,0,20,2.6,0,20,0,0
3,13,19,0,0,19.6,2.6,0,19.6,0,0
